Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-il-core-condition-category.json	740	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	87	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-condition-code.json	2131	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	22	2328	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-coverage-class.json	460	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	89	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-coverage-type.json	595	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	79	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-doctor-to-doctor.json	630	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	86	0	0	0	1	0	0
fsh-generated/resources/ValueSet-il-core-encounter-class.json	1612	3	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	26	123	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-jurisdiction.json	424	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	14	1849	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-manifestation.json	1600	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	2354	0	0	0	1	0	0
fsh-generated/resources/ValueSet-il-core-medication-administrartion-category.json	1100	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	19	93	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-medication-code.json	794	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	74	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-medication-course-of-therapy-type.json	920	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	21	86	0	0	0	0	0	1
fsh-generated/resources/ValueSet-il-core-medication-request-category.json	1154	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	102	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-medication-statement-category.json	1094	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	22	93	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-medication-statement-code.json	730	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	76	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-not-performed-reason.json	506	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	101	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-observation-code.json	1500	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	2494	0	0	0	1	0	0
fsh-generated/resources/ValueSet-il-core-observation-lab-code.json	5322	5	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	35	2448	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-observation-value.json	807	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	2426	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-parent-name-role.json	849	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	98	0	1	0	0	0	0
fsh-generated/resources/ValueSet-il-core-premium-type.json	492	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	98	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-procedure-code.json	1172	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	85	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-procedure-reason.json	638	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	83	0	0	0	1	0	0
fsh-generated/resources/ValueSet-il-core-religion-code.json	561	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	294	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-route-code.json	782	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	663	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-service-category.json	1947	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	112	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-service-type.json	589	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	808	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-substance.json	2645	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	27	99	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-units-of-measure.json	1021	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	2472	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-virtual-type.json	1512	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	23	114	0	0	0	0	0	0
fsh-generated/resources/ValueSet-immunization-body-site.json	1836	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	118	0	0	0	0	0	0
fsh-generated/resources/ValueSet-immunization-side-effect.json	1856	3	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	148	0	0	0	1	0	0
fsh-generated/resources/ValueSet-institution-type-moh.json	628	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	270	0	0	0	0	0	0
fsh-generated/resources/ValueSet-israel-hmo.json	1555	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	22	102	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medical-service-moh.json	589	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	3936	0	0	0	0	0	0
fsh-generated/resources/ValueSet-moh-admit-source.json	550	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	92	0	0	0	0	0	0
fsh-generated/resources/ValueSet-moh-medication-code.json	446	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	1318	0	0	0	1	0	0
fsh-generated/resources/ValueSet-organization-type.json	2284	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	24	1374	0	0	0	0	0	0
fsh-generated/resources/ValueSet-passport-uri.json	30047	33	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	151	642	0	0	0	2	0	1
fsh-generated/resources/ValueSet-patient-admit-source-moh.json	472	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	1226	0	0	0	0	0	0
fsh-generated/resources/ValueSet-patient-relationship-type.json	1150	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23	381	0	0	0	0	0	0
fsh-generated/resources/ValueSet-patient-release-type-moh.json	475	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	2221	0	0	0	0	0	0
fsh-generated/resources/ValueSet-patient-visit-reason-moh.json	472	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	1877	0	0	0	0	0	0
fsh-generated/resources/ValueSet-practitioner-advanced-course-moh.json	598	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	177	0	0	0	0	0	0
fsh-generated/resources/ValueSet-practitioner-certificate-type.json	5917	10	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	42	181	0	0	0	1	0	0
fsh-generated/resources/ValueSet-practitioner-education-moh.json	559	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	21	74	0	0	0	0	0	0
fsh-generated/resources/ValueSet-practitioner-expertise-moh.json	559	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	337	0	0	0	0	0	0
fsh-generated/resources/ValueSet-practitioner-nurse-profession-moh.json	799	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	84	0	0	0	0	0	0
fsh-generated/resources/ValueSet-practitioner-profession-moh.json	1104	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	206	0	0	0	0	0	0
fsh-generated/resources/ValueSet-reason-not-done.json	1399	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	100	0	0	0	0	0	0
fsh-generated/resources/ValueSet-statistical-area-uri.json	864	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	77	0	0	0	1	0	0
fsh-generated/resources/ValueSet-target-disease.json	828	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	16	2314	0	0	0	0	0	0
fsh-generated/resources/ValueSet-tofes17-error-codes.json	1396	2	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	0	23	75	0	0	0	0	0	0
fsh-generated/resources/ValueSet-tofes17-reject-codes.json	2381	3	0	0	0	0	0	0	0	1534	0	0	0	0	0	0	0	0	0	0	25	2064	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vaccine-code.json	546	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	546	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vaccine-product-code.json	674	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	824	0	0	0	0	0	0
fsh-generated/resources/ValueSet-yarpa-medication-code.json	452	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	2521	0	0	0	0	0	0
